2020-02-03 08:04:06,648 ; 45.5; 22.600000381469727
2020-02-03 08:04:37,184 ; 45.5; 22.600000381469727
2020-02-03 08:05:07,727 ; 45.599998474121094; 22.600000381469727
2020-02-03 08:05:38,265 ; 45.5; 22.600000381469727
2020-02-03 08:06:11,335 ; 45.400001525878906; 22.600000381469727
2020-02-03 08:06:41,873 ; 45.400001525878906; 22.600000381469727
2020-02-03 08:07:12,407 ; 45.400001525878906; 22.600000381469727
2020-02-03 08:07:42,947 ; 45.29999923706055; 22.600000381469727
2020-02-03 08:08:13,488 ; 45.29999923706055; 22.700000762939453
2020-02-03 08:08:44,027 ; 45.20000076293945; 22.700000762939453
2020-02-03 08:09:17,096 ; 45.0; 22.700000762939453
2020-02-03 08:09:47,633 ; 45.0; 22.700000762939453
2020-02-03 08:10:23,226 ; 44.900001525878906; 22.799999237060547
2020-02-03 08:10:53,759 ; 44.79999923706055; 22.799999237060547
2020-02-03 08:11:26,825 ; 44.79999923706055; 22.899999618530273
2020-02-03 08:11:57,363 ; 44.70000076293945; 22.799999237060547
2020-02-03 08:12:30,448 ; 44.5; 22.899999618530273
2020-02-03 08:13:01,006 ; 44.5; 22.899999618530273
2020-02-03 08:13:31,540 ; 44.5; 23.0
2020-02-03 08:14:02,070 ; 44.400001525878906; 23.0
2020-02-03 08:14:32,624 ; 44.29999923706055; 23.0
2020-02-03 08:15:03,167 ; 44.20000076293945; 23.100000381469727
2020-02-03 08:15:33,724 ; 44.20000076293945; 23.100000381469727
2020-02-03 08:16:04,265 ; 44.099998474121094; 23.200000762939453
2020-02-03 08:16:37,335 ; 43.900001525878906; 23.200000762939453
2020-02-03 08:17:07,873 ; 43.900001525878906; 23.200000762939453
2020-02-03 08:17:38,400 ; 43.900001525878906; 23.299999237060547
2020-02-03 08:18:11,465 ; 43.70000076293945; 23.299999237060547
2020-02-03 08:18:42,003 ; 43.70000076293945; 23.299999237060547
2020-02-03 08:19:12,530 ; 43.70000076293945; 23.399999618530273
2020-02-03 08:19:45,595 ; 43.5; 23.399999618530273
2020-02-03 08:20:16,133 ; 43.5; 23.399999618530273
2020-02-03 08:20:46,677 ; 43.5; 23.5
2020-02-03 08:21:17,233 ; 43.400001525878906; 23.5
2020-02-03 08:21:47,775 ; 43.400001525878906; 23.5
2020-02-03 08:22:18,317 ; 43.29999923706055; 23.5
2020-02-03 08:22:51,385 ; 43.29999923706055; 23.600000381469727
2020-02-03 08:23:21,923 ; 43.29999923706055; 23.600000381469727
2020-02-03 08:23:52,473 ; 43.20000076293945; 23.600000381469727
2020-02-03 08:24:25,538 ; 43.20000076293945; 23.700000762939453
2020-02-03 08:24:56,073 ; 43.099998474121094; 23.600000381469727
2020-02-03 08:25:26,600 ; 43.099998474121094; 23.700000762939453
2020-02-03 08:25:59,669 ; 43.099998474121094; 23.700000762939453
2020-02-03 08:26:30,223 ; 43.0; 23.700000762939453
2020-02-03 08:27:00,762 ; 43.099998474121094; 23.799999237060547
2020-02-03 08:27:31,297 ; 43.0; 23.799999237060547
2020-02-03 08:28:01,837 ; 43.0; 23.799999237060547
2020-02-03 08:28:34,905 ; 42.900001525878906; 23.799999237060547
2020-02-03 08:29:05,443 ; 42.900001525878906; 23.799999237060547
2020-02-03 08:29:35,973 ; 42.900001525878906; 23.799999237060547
2020-02-03 08:30:06,513 ; 42.900001525878906; 23.899999618530273
2020-02-03 08:30:37,070 ; 42.900001525878906; 23.899999618530273
2020-02-03 08:31:07,613 ; 42.900001525878906; 23.899999618530273
2020-02-03 08:31:38,143 ; 42.79999923706055; 23.899999618530273
2020-02-03 08:32:08,687 ; 42.79999923706055; 23.899999618530273
2020-02-03 08:32:39,227 ; 42.79999923706055; 24.0
2020-02-03 08:33:09,767 ; 42.79999923706055; 24.0
2020-02-03 08:33:40,307 ; 42.79999923706055; 24.0
2020-02-03 08:34:10,847 ; 42.70000076293945; 24.0
2020-02-03 08:34:41,387 ; 42.70000076293945; 24.0
2020-02-03 08:35:14,455 ; 42.599998474121094; 24.0
2020-02-03 08:35:44,993 ; 42.599998474121094; 24.0
2020-02-03 08:36:15,520 ; 42.70000076293945; 24.100000381469727
2020-02-03 08:36:46,055 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:37:16,597 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:37:47,137 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:38:17,677 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:38:48,234 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:39:18,777 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:39:49,317 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:40:19,857 ; 42.599998474121094; 24.100000381469727
2020-02-03 08:40:50,397 ; 42.599998474121094; 24.200000762939453
2020-02-03 08:41:20,937 ; 42.599998474121094; 24.200000762939453
2020-02-03 08:41:51,485 ; 42.599998474121094; 24.200000762939453
2020-02-03 08:42:22,027 ; 42.599998474121094; 24.200000762939453
2020-02-03 08:42:52,567 ; 42.5; 24.200000762939453
2020-02-03 08:43:23,107 ; 42.5; 24.200000762939453
2020-02-03 08:43:53,647 ; 42.5; 24.200000762939453
2020-02-03 08:44:24,187 ; 42.5; 24.200000762939453
2020-02-03 08:44:54,727 ; 42.400001525878906; 24.200000762939453
2020-02-03 08:45:25,284 ; 42.5; 24.299999237060547
2020-02-03 08:45:55,841 ; 42.5; 24.299999237060547
2020-02-03 08:46:26,399 ; 42.5; 24.299999237060547
2020-02-03 08:46:56,956 ; 42.400001525878906; 24.299999237060547
